p1,664159,550946,14
p2,665845,557965,14
p3,597173,575538,14
p4,618600,551446,14
p5,635690,608046,14
p6,588100,557588,14
p7,582015,546191,14
p8,604678,574577,14
p9,572029,518313,14
p10,604737,574591,14
p11,577728,587566,14
p12,602013,574722,14
p13,627968,574625,14
p14,607269,536961,14
p15,603145,574795,14
p16,671919,571761,14
p17,612184,570393,14
p18,600032,575310,14
p19,627912,593892,14
p20,601967,604428,14
p21,591851,569051,14
p22,601444,572693,14
p23,629718,558104,14
p24,661430,603567,14
p25,597551,556737,14
p26,601182,582584,14
p27,562704,570596,14
p28,605107,563429,14
p29,607214,575069,14
p30,568824,570203,14
p31,612485,518009,14
p32,589244,573777,14
p33,625579,551084,14
p34,560237,500154,14
p35,626224,569687,14
p36,610666,551701,14
p37,597428,569940,14
p38,600582,599535,14
p39,604168,555003,14
p40,613871,550423,14
p41,617310,551945,14
p42,625728,579460,14
p43,606300,566708,14
p44,638559,558807,14
p45,582176,630383,14
p46,544056,577786,14
p47,631297,578351,14
p48,561574,621747,14
p49,604973,574773,14
p50,605284,556134,14
p51,617910,592293,14
p52,555904,640401,14
p53,526559,509417,14
p54,603849,572396,14
p55,598634,619900,14
p56,603359,589262,14
p57,657455,567754,14
p58,614279,599251,14
p59,578496,631434,14
p60,645171,595209,14
p61,688015,533535,14
p62,656477,573007,14
p63,540029,563888,14
p64,597418,538362,14
p65,613545,574733,14
p66,628696,542447,14
p67,604157,574191,14
p68,603126,497987,14
p69,605850,533310,14
p70,596179,529556,14
p71,610330,552628,14
p72,598184,531473,14
p73,620438,511694,14
p74,600202,622079,14
p75,603021,577991,14
p76,515612,540643,14
p77,606548,574376,14
p78,593490,623110,14
p79,607084,595500,14
p80,583728,563146,14
p81,616044,533807,14
p82,624452,584622,14
p83,604438,574666,14
p84,625709,660145,14
p85,601376,579831,14
p86,565148,557305,14
p87,639418,537903,14
p88,612799,537497,14
p89,583653,652182,14
p90,599808,596484,14
p91,605250,573272,14
p92,606738,601356,14
p93,611044,571814,14
p94,575440,568511,14
p95,616329,529516,14
p96,605927,572533,14
p97,609286,586782,14
p98,647354,579190,14
p99,606929,571420,14
p100,562920,559223,14
p101,680357,620811,14
p102,707100,601463,14
p103,604294,574368,14
p104,614917,600946,14
p105,611508,503220,14
p106,603789,574474,14
p107,551740,588768,14
p108,546031,570429,14
p109,569197,559307,14
p110,688712,568754,14
p111,604067,574091,14
p112,606809,572101,14
p113,588597,622592,14
p114,613840,534167,14
p115,576263,547239,14
p116,597077,568196,14
p117,601339,571609,14
p118,606011,569426,14
p119,593398,559764,14
p120,593166,622725,14
p121,609796,532982,14
p122,712648,607541,14
p123,585048,505097,14
p124,525967,565687,14
p125,660327,585901,14
p126,607604,573951,14
p127,604001,573587,14
p128,591484,571087,14
p129,613868,585089,14
p130,645464,660478,14
p131,538571,654649,14
p132,555429,604551,14
p133,597620,586226,14
p134,586097,567445,14
p135,545235,539822,14
p136,649088,575733,14
p137,599123,616977,14
p138,563763,559454,14
p139,617717,613939,14
p140,618869,577243,14
p141,567188,560044,14
p142,636628,533309,14
p143,560362,567914,14
p144,595014,632844,14
p145,605876,550640,14
p146,604352,573425,14
p147,600679,599545,14
p148,596891,579476,14
p149,614943,540976,14
p150,604415,571400,14
p151,603698,573585,14
p152,658199,568743,14
p153,598759,582942,14
p154,671269,590258,14
p155,593317,534085,14
p156,657985,453405,13
p157,608557,590278,14
p158,623004,508050,14
p159,601900,569391,14
p160,641031,593074,14
p161,589658,640498,14
p162,567565,573952,14
p163,559078,570088,14
p164,639431,588155,14
p165,566609,537592,14
p166,568570,579335,14
p167,660650,615038,14
p168,667639,571164,14
p169,596796,529933,14
p170,606111,617846,14
p171,616060,590779,14
p172,602873,527864,14
p173,571334,594145,14
p174,602167,543919,14
p175,605100,573307,14
p176,546640,560043,14
p177,585195,555011,14
p178,651740,589474,14
p179,589112,536573,14
p180,582057,543124,14
p181,690968,555952,14
p182,609030,552436,14
p183,632125,541413,14
p184,603445,630598,14
p185,628264,616214,14
p186,577242,574073,14
p187,604090,574392,14
p188,607911,576556,14
p189,600665,638890,14
p190,600117,539079,14
p191,631182,565466,14
